noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable,Collective_0,Collective_1,Common_0,Common_1,Count_0,Count_1,Derived_0,Eventive_0,Eventive_1,Mass_0,Mass_1,Pluralia Tantum_0,Pluralia Tantum_1,Singularia Tantum_0,Singularia Tantum_1,Usually Verb_0,Verbalizable_0,Verbalizable_1,Verbalizable_2
goodnight,2.37604770,0.30919605,0.84232476,0.91807634,0.00000000,0.89416468,0.00000000,0.00000000,0.00000000,-0.58771414,0.00000000,0.61839211,0.00000000,0.95067036,0.73397917,0.90766734,0.92848533,0.00000000,0.81635255,0.97197682,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58771414,0.00000000,0.00000000,0.00000000
goodwill,0.02701214,0.00000000,0.39461556,0.82922700,0.00000000,0.82851362,0.48187658,0.00000000,0.00000000,-0.58083332,-1.92638731,0.00000000,0.00000000,0.00000000,0.78923112,0.70069915,0.95775485,0.00000000,0.68540126,0.97162598,0.96375316,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58083332,0.00000000,-0.95882684,-0.96756047
goose,1.14224240,0.45407704,0.85244605,0.89911711,0.00000000,0.50964978,0.41611505,0.00000000,0.00000000,-0.58405000,-1.40511262,0.90815407,0.00000000,0.90078288,0.80410922,0.96194494,0.83628929,0.00000000,0.51873142,0.50056815,0.83223009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58405000,0.00000000,-0.79721963,-0.60789299
gopher,-0.01421776,0.39969912,0.77674505,0.90361241,0.00000000,0.32571310,0.00000000,0.00000000,0.00000000,-0.56449366,-1.85549378,0.79939824,0.00000000,0.94794017,0.60554993,0.92259008,0.88463473,0.00000000,0.65142620,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56449366,-0.90006822,-0.95542556,0.00000000
gorilla,0.46337047,0.66902444,0.75030327,0.85131091,0.00000000,0.00000000,0.67967045,0.00000000,0.00000000,-0.55523825,-1.93170035,0.82792187,0.51012701,0.80890423,0.69170231,0.94365913,0.75896269,0.00000000,0.00000000,0.00000000,0.68979973,0.66954118,0.00000000,0.00000000,0.00000000,0.00000000,-0.55523825,0.00000000,-0.96969235,-0.96200800
gosling,2.67675614,0.44275481,0.78170484,0.88595709,0.00000000,0.75070533,0.37009096,0.00000000,0.00000000,-0.55445689,0.00000000,0.88550961,0.00000000,0.88424653,0.67916316,0.92398769,0.84792650,0.00000000,0.52835304,0.97305763,0.74018192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55445689,0.00000000,0.00000000,0.00000000
gossip,1.44570366,0.25339931,0.38856071,0.92999184,0.00000000,0.89271080,0.47217372,0.00000000,0.00000000,-0.54018700,-0.95094573,0.50679862,0.00000000,0.00000000,0.77712142,0.92010689,0.93987679,0.00000000,0.80771524,0.97770637,0.94434744,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.54018700,-0.95094573,0.00000000,0.00000000
governance,0.09432375,0.41511175,0.26741213,0.88982987,0.00000000,0.90941343,0.41114455,-0.25521374,0.00000000,-0.60966986,-1.93370438,0.83022350,0.00000000,0.00000000,0.53482425,0.88287932,0.89678043,0.00000000,0.84692591,0.97190094,0.82228911,0.00000000,-0.51042747,0.00000000,0.00000000,0.00000000,-0.60966986,0.00000000,-0.96546859,-0.96823579
government,0.07412636,0.75923187,0.31359732,0.83159968,0.00000000,0.00000000,0.00000000,-0.28808382,0.00000000,-0.58914310,-0.95307559,0.87046713,0.64799660,0.62719464,0.00000000,0.90829349,0.75490588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57616764,0.00000000,0.00000000,0.00000000,-0.58914310,0.00000000,0.00000000,-0.95307559
governor,-0.28240624,0.00000000,0.44440186,0.73066702,0.00000000,0.35070428,0.00000000,-0.27798179,0.00000000,-0.59934604,-0.93085158,0.00000000,0.00000000,0.88880372,0.00000000,0.85953760,0.60179645,0.00000000,0.70140857,0.00000000,0.00000000,0.00000000,-0.55596358,0.00000000,0.00000000,0.00000000,-0.59934604,0.00000000,0.00000000,-0.93085158
gown,0.52411902,0.00000000,0.90513501,0.87913266,0.00000000,0.38589650,0.25656539,0.00000000,0.00000000,-0.59363246,-1.30897808,0.00000000,0.00000000,0.91056043,0.89970958,0.87968558,0.87857974,0.00000000,0.77179301,0.00000000,0.51313078,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59363246,0.00000000,-0.65041167,-0.65856642
grab-bag,0.56795061,0.37174180,0.91642439,0.73741046,0.00000000,0.62873715,0.00000000,0.00000000,0.00000000,-0.53560650,-1.55075669,0.74348360,0.00000000,0.95579594,0.87705284,0.85311508,0.62170583,0.00000000,0.56289393,0.69458038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.53560650,-0.57771069,-0.97304600,0.00000000
grace,1.02508330,0.35294268,0.64734989,0.96163085,0.00000000,0.87955269,0.48228601,0.00000000,0.00000000,-0.59356481,-1.70511401,0.70588535,0.00000000,0.54804868,0.74665111,0.97593600,0.94732571,0.00000000,0.78550625,0.97359914,0.96457201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59356481,0.00000000,-0.97060794,-0.73450607
grade,0.65168402,0.92307296,0.88704520,0.94230801,0.00000000,0.80370754,0.43304956,0.00000000,0.00000000,-0.60296297,-2.73453629,0.88553059,0.96061534,0.88914895,0.88494146,0.91930455,0.96531147,0.00000000,0.65009415,0.95732093,0.86609912,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60296297,-0.91357654,-0.97302443,-0.84793532
gradient,0.83824593,0.26139152,0.92437983,0.89876723,0.00000000,0.87174121,0.46915385,0.00000000,0.00000000,-0.65996808,-1.92721963,0.52278304,0.00000000,0.93723410,0.91152555,0.96969742,0.82783705,0.00000000,0.79476559,0.94871682,0.93830770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.65996808,0.00000000,-0.95955706,-0.96766257
graduate,0.29350421,0.00000000,0.65745029,0.80683374,0.00000000,0.34038240,0.00000000,0.00000000,0.00000000,-0.56350613,-0.94765610,0.00000000,0.00000000,0.73861861,0.57628196,0.84089881,0.77276868,0.00000000,0.68076479,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56350613,-0.94765610,0.00000000,0.00000000
graduation,1.36508280,0.34851006,0.73307756,0.90922368,0.00000000,0.91727477,0.00000000,0.00000000,0.00000000,-0.58996862,-0.95303464,0.69702011,0.00000000,0.69511628,0.77103883,0.93618405,0.88226330,0.00000000,0.85465282,0.97989672,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58996862,0.00000000,0.00000000,-0.95303464
graffiti,0.28197882,0.60425305,0.38597038,0.28667527,0.00000000,0.95728141,0.49004644,0.00000000,0.00000000,-0.56766683,-1.87458092,0.58804768,0.62045842,0.00000000,0.77194077,0.57335055,0.00000000,0.00000000,0.93739998,0.97716284,0.98009288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56766683,-0.91197413,-0.96260679,0.00000000
graft,-0.28776750,0.27597240,0.59644708,0.94926858,0.00000000,0.92569432,0.48488772,0.00000000,0.00000000,-0.62752229,-2.89251530,0.55194479,0.00000000,0.52789897,0.66499519,0.92743361,0.97110355,0.00000000,0.87300324,0.97838539,0.96977544,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62752229,-0.95018774,-0.96570575,-0.97662181
grain,0.31556794,0.00000000,0.77824977,0.91088453,0.00000000,0.45620188,0.49108899,0.00000000,0.00000000,-0.59353882,-1.72731841,0.00000000,0.00000000,0.68355852,0.87294102,0.86164165,0.96012741,0.00000000,0.91240376,0.00000000,0.98217797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59353882,0.00000000,-0.75569612,-0.97162229
gram,1.13369688,0.37862462,0.91670856,0.91325232,0.00000000,0.61573189,0.43887594,0.00000000,0.00000000,-0.60853404,-1.52096242,0.75724924,0.00000000,0.92397201,0.90944511,0.86878884,0.95771581,0.00000000,0.61603194,0.61543185,0.87775189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60853404,0.00000000,-0.56555206,-0.95541036
grammar,1.53792685,0.39018813,0.88363698,0.94660783,0.00000000,0.93586609,0.47995505,0.00000000,0.00000000,-0.60630178,-1.49202543,0.78037626,0.00000000,0.91096961,0.85630435,0.94534951,0.94786614,0.00000000,0.90539753,0.96633464,0.95991009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60630178,0.00000000,-0.53198892,-0.96003652
gran,-0.47408965,0.35375872,0.58553326,0.81300169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62529111,-1.60109222,0.70751745,0.00000000,0.62507969,0.54598683,0.91542810,0.71057528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62529111,0.00000000,-0.62973207,-0.97136015
grand,-1.17940083,0.00000000,0.26882681,0.84291458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59094155,-1.70020068,0.00000000,0.00000000,0.53765363,0.00000000,0.82598972,0.85983944,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59094155,0.00000000,-0.73401493,-0.96618575
grandchild,0.42550102,0.00000000,0.67364439,0.83190560,0.00000000,0.00000000,0.43728906,0.00000000,0.00000000,-0.56825477,-0.94908327,0.00000000,0.00000000,0.80193496,0.54535383,0.89468044,0.76913077,0.00000000,0.00000000,0.00000000,0.87457812,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56825477,0.00000000,-0.94908327,0.00000000
granddaughter,-0.08052614,0.00000000,0.72747394,0.85793331,0.00000000,0.38403201,0.41691485,0.00000000,0.00000000,-0.54617327,-1.92070699,0.00000000,0.00000000,0.90185678,0.55309111,0.93259448,0.78327215,0.00000000,0.76806402,0.00000000,0.83382970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.54617327,0.00000000,-0.95710194,-0.96360505
grandfather,-1.58372551,0.00000000,0.68813470,0.80608645,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56640148,-2.51154518,0.00000000,0.00000000,0.79402095,0.58224845,0.88377231,0.72840059,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56640148,-0.59899586,-0.96204728,-0.95050204
grandma,-1.40037456,0.26262796,0.63835257,0.72839156,0.00000000,0.00000000,0.00000000,-0.55280030,0.00000000,-0.55111694,-1.92582941,0.52525592,0.00000000,0.71069747,0.56600767,0.92218095,0.53460217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.54910684,-0.55649376,0.00000000,0.00000000,-0.55111694,0.00000000,-0.96673799,-0.95909142
grandmom,-0.33417469,0.00000000,0.64613417,0.80538610,0.00000000,0.00000000,0.00000000,-0.31059152,0.00000000,-0.58238614,-0.89271730,0.00000000,0.00000000,0.75178194,0.54048640,0.90528196,0.70549023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62118304,0.00000000,0.00000000,0.00000000,-0.58238614,0.00000000,-0.89271730,0.00000000
grandmother,-1.25864178,0.27328181,0.71101680,0.78640512,0.00000000,0.00000000,0.00000000,-0.53863096,0.00000000,-0.56373441,-1.92698014,0.54656363,0.00000000,0.83084285,0.59119076,0.79996735,0.77284288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56436133,-0.51290059,0.00000000,0.00000000,-0.56373441,0.00000000,-0.96036792,-0.96661222
grandpa,-0.66502988,0.00000000,0.63464099,0.77465314,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58972889,-1.48459512,0.00000000,0.00000000,0.73801792,0.53126407,0.92305046,0.62625581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58972889,-0.52540904,-0.95918608,0.00000000
grandparent,-0.94830781,0.25659749,0.71433511,0.84567964,0.00000000,0.00000000,0.00000000,-0.30903137,0.00000000,-0.59103036,-1.86485833,0.51319498,0.00000000,0.82656407,0.60210615,0.95796102,0.73339826,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61806273,0.00000000,0.00000000,0.00000000,-0.59103036,-0.89402473,-0.97083360,0.00000000
grandson,-0.23520735,0.00000000,0.70809400,0.77037305,0.00000000,0.39396790,0.36123544,0.00000000,0.00000000,-0.55469483,-1.91418290,0.00000000,0.00000000,0.87964326,0.53654474,0.90065861,0.64008749,0.00000000,0.78793579,0.00000000,0.72247088,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55469483,0.00000000,-0.95656800,-0.95761490
granny,0.13607606,0.27777982,0.67779437,0.88988036,0.00000000,0.00000000,0.00000000,-0.58080477,0.00000000,-0.58029395,-0.54827976,0.55555964,0.00000000,0.78680170,0.56878704,0.93187028,0.84789044,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63468236,-0.52692717,0.00000000,0.00000000,-0.58029395,-0.54827976,0.00000000,0.00000000
granola,1.23150045,0.00000000,0.86874634,0.90908471,0.00000000,0.80038461,0.48798054,0.00000000,0.00000000,-0.56600094,-1.26869482,0.00000000,0.00000000,0.93569767,0.80179501,0.88642383,0.93174559,0.00000000,0.90575993,0.69500929,0.97596109,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56600094,0.00000000,-0.74932593,-0.51936889
grant,0.49232218,0.00000000,0.89741644,0.92009199,0.00000000,0.89970770,0.34741667,0.00000000,0.00000000,-0.62625116,-1.94605947,0.00000000,0.00000000,0.94654816,0.84828472,0.87601560,0.96416837,0.00000000,0.82063019,0.97878522,0.69483334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62625116,0.00000000,-0.97245038,-0.97360909
grape,0.89728805,0.32391340,0.89385182,0.93140137,0.00000000,0.44212428,0.43035108,0.00000000,0.00000000,-0.57205439,-1.55229950,0.64782679,0.00000000,0.88326144,0.90444219,0.91441381,0.94838893,0.00000000,0.88424855,0.00000000,0.86070216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57205439,0.00000000,-0.58185863,-0.97044086
grapefruit,2.00323084,0.25287452,0.88737649,0.92056999,0.00000000,0.82153234,0.47448677,0.00000000,0.00000000,-0.56848222,-0.78512704,0.50574905,0.00000000,0.93182218,0.84293079,0.88276863,0.95837134,0.00000000,0.86575550,0.77730918,0.94897354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56848222,0.00000000,-0.78512704,0.00000000
graph,1.24574324,0.39090735,0.93384683,0.94279635,0.00000000,0.67794642,0.45281315,0.00000000,0.00000000,-0.61506236,-1.53750449,0.78181469,0.00000000,0.96030831,0.90738535,0.92826551,0.95732719,0.00000000,0.62009931,0.73579353,0.90562630,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61506236,-0.56938225,-0.96812224,0.00000000
graphic,1.91287369,0.28579625,0.93184680,0.90001851,0.00000000,0.89212722,0.47623780,0.00000000,0.00000000,-0.60655290,-0.96660000,0.57159251,0.00000000,0.97164267,0.89205092,0.89788020,0.90215683,0.00000000,0.82539791,0.95885652,0.95247561,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60655290,0.00000000,0.00000000,-0.96660000
grasp,0.32610193,0.00000000,0.57884422,0.77490827,0.00000000,0.47833320,0.00000000,0.00000000,0.00000000,-0.56378043,-0.94220334,0.00000000,0.00000000,0.54964364,0.60804480,0.81407219,0.73574436,0.00000000,0.00000000,0.95666641,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56378043,0.00000000,-0.94220334,0.00000000
grass,0.51330301,0.00000000,0.66106540,0.95041022,0.00000000,0.37453970,0.48894498,0.00000000,0.00000000,-0.60626972,-1.35538757,0.00000000,0.00000000,0.55105495,0.77107584,0.93953425,0.96128619,0.00000000,0.74907941,0.00000000,0.97788996,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60626972,0.00000000,-0.72933698,-0.62605059
grasshopper,0.85427460,0.46619114,0.87697721,0.85456452,0.00000000,0.71417007,0.34183425,0.00000000,0.00000000,-0.57989770,-1.81956488,0.93238229,0.00000000,0.95185858,0.80209583,0.91901428,0.79011476,0.00000000,0.80021572,0.62812442,0.68366849,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57989770,-0.85130775,-0.96825713,0.00000000
grassland,1.12802264,0.00000000,0.82964909,0.91693816,0.00000000,0.35130489,0.47835797,0.00000000,0.00000000,-0.59623873,-0.85198873,0.00000000,0.00000000,0.85825932,0.80103886,0.92169660,0.91217971,0.00000000,0.70260978,0.00000000,0.95671594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59623873,0.00000000,-0.85198873,0.00000000
gratitude,0.62729791,0.00000000,0.36497155,0.96553963,0.00000000,0.89901966,0.48095614,0.00000000,0.00000000,-0.60448277,-1.47870630,0.00000000,0.00000000,0.00000000,0.72994310,0.96294659,0.96813267,0.00000000,0.83886474,0.95917457,0.96191227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60448277,0.00000000,-0.56932193,-0.90938437
gravel,-0.15623730,0.00000000,0.38933179,0.92194915,0.00000000,0.41145343,0.49040100,0.00000000,0.00000000,-0.57268208,-1.79669058,0.00000000,0.00000000,0.00000000,0.77866358,0.91748434,0.92641395,0.00000000,0.82290685,0.00000000,0.98080200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57268208,0.00000000,-0.96762300,-0.82906759
gravitas,2.04848218,0.31624097,0.33472836,0.38631424,0.00000000,0.93645835,0.66615489,0.00000000,0.00000000,-0.59141463,0.00000000,0.63248193,0.00000000,0.00000000,0.66945672,0.77262849,0.00000000,0.00000000,0.90231383,0.97060287,0.81656337,0.51574641,0.00000000,0.00000000,0.00000000,0.00000000,-0.59141463,0.00000000,0.00000000,0.00000000
gravity,0.50685522,0.34356189,0.56766433,0.96984166,0.00000000,0.76968980,0.39122346,0.00000000,0.00000000,-0.60037577,-1.93475014,0.68712378,0.00000000,0.55391729,0.58141136,0.96766204,0.97202128,0.00000000,0.70478117,0.83459842,0.78244692,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60037577,0.00000000,-0.96761972,-0.96713042
gravy,0.69863978,0.00000000,0.69236484,0.92579937,0.00000000,0.93079183,0.49101785,0.00000000,0.00000000,-0.55308121,-1.78825289,0.00000000,0.00000000,0.57074374,0.81398594,0.88289601,0.96870273,0.00000000,0.92305833,0.93852532,0.98203570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55308121,0.00000000,-0.81601101,-0.97224188
gray,-0.52061605,0.00000000,0.33377683,0.89442500,0.00000000,0.25120747,0.45583382,0.00000000,0.00000000,-0.64791763,-1.80794156,0.00000000,0.00000000,0.00000000,0.66755366,0.86760151,0.92124850,0.00000000,0.50241494,0.00000000,0.91166764,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.64791763,0.00000000,-0.84021878,-0.96772277
grease,0.28915566,0.00000000,0.40358457,0.94729349,0.00000000,0.89004040,0.49149877,0.00000000,0.00000000,-0.58938152,-1.85388005,0.00000000,0.00000000,0.00000000,0.80716914,0.94527388,0.94931310,0.00000000,0.88952869,0.89055210,0.98299754,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58938152,0.00000000,-0.97526437,-0.87861568
great-grandfather,-0.60294038,0.00000000,0.31564596,0.85734203,0.00000000,0.27158701,0.00000000,-0.26450518,-0.26010033,-0.57641768,-0.94649220,0.00000000,0.00000000,0.00000000,0.63129193,0.94641364,0.76827043,0.00000000,0.54317403,0.00000000,0.00000000,0.00000000,-0.52901036,0.00000000,-0.52020067,0.00000000,-0.57641768,0.00000000,-0.94649220,0.00000000
great-grandmother,-0.13022381,0.29806131,0.31074318,0.87866449,0.00000000,0.26901320,0.00000000,-0.35424745,0.00000000,-0.58730984,-0.94514871,0.59612262,0.00000000,0.00000000,0.62148637,0.93503100,0.82229799,0.00000000,0.53802639,0.00000000,0.00000000,0.00000000,-0.70849490,0.00000000,0.00000000,0.00000000,-0.58730984,0.00000000,-0.94514871,0.00000000
greatness,-0.11623296,0.00000000,0.27643907,0.87963885,0.00000000,0.80940843,0.43745509,0.00000000,0.00000000,-0.60176438,-1.91741002,0.00000000,0.00000000,0.00000000,0.55287814,0.90672821,0.85254949,0.00000000,0.64298415,0.97583270,0.87491018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60176438,0.00000000,-0.95661438,-0.96079564
greed,0.62403068,0.00000000,0.31517544,0.81274509,0.00000000,0.87690732,0.43999046,-0.27632853,0.00000000,-0.59638792,-0.94807118,0.00000000,0.00000000,0.00000000,0.63035089,0.68602026,0.93946993,0.00000000,0.77754575,0.97626889,0.87998092,0.00000000,-0.55265707,0.00000000,0.00000000,0.00000000,-0.59638792,0.00000000,0.00000000,-0.94807118
green,0.08696038,0.00000000,0.65498254,0.94364277,0.00000000,0.53983635,0.47811723,0.00000000,0.00000000,-0.64643347,-1.88318503,0.00000000,0.00000000,0.63576597,0.67419910,0.93597358,0.95131195,0.00000000,0.52926171,0.55041099,0.95623446,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.64643347,0.00000000,-0.97339725,-0.90978777
greenhouse,1.05650857,0.28255183,0.94229347,0.93728948,0.00000000,0.62743768,0.35493523,0.00000000,0.00000000,-0.58304000,-1.50495911,0.56510365,0.00000000,0.96051335,0.92407358,0.94299352,0.93158543,0.00000000,0.69569319,0.55918217,0.70987046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58304000,0.00000000,-0.53901726,-0.96594185
greens,-1.11776507,0.47272196,0.30587596,0.59111339,0.00000000,0.88378841,0.46524554,-0.73341087,-0.53979635,-0.62278676,-1.94051635,0.00000000,0.94544393,0.00000000,0.61175191,0.65846455,0.52376223,0.00000000,0.86795753,0.89961928,0.00000000,0.93049109,-0.77071458,-0.69610715,-0.54113585,-0.53845686,-0.62278676,0.00000000,-0.97021514,-0.97030121
grenade,1.02469367,0.00000000,0.93003765,0.84811270,0.00000000,0.90441185,0.43948153,0.00000000,0.00000000,-0.55887824,-1.53847182,0.00000000,0.00000000,0.95522887,0.90484643,0.81592095,0.88030446,0.00000000,0.83000857,0.97881514,0.87896305,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55887824,0.00000000,-0.59908456,-0.93938726
grey,-0.70477137,0.00000000,0.36843395,0.91383260,0.00000000,0.00000000,0.43886474,0.00000000,0.00000000,-0.65260947,-1.77329320,0.00000000,0.00000000,0.00000000,0.73686790,0.89642626,0.93123895,0.00000000,0.00000000,0.00000000,0.87772948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.65260947,0.00000000,-0.81202918,-0.96126401
grid,-0.66759780,0.46661454,0.88814208,0.94712850,0.00000000,0.32683703,0.00000000,0.00000000,0.00000000,-0.62313527,-2.67318469,0.93322909,0.00000000,0.96036536,0.81591880,0.94379538,0.95046163,0.00000000,0.65367407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62313527,-0.74971873,-0.96577704,-0.95768893
grief,0.74959296,0.26674581,0.35055292,0.89295378,0.00000000,0.91069704,0.45727727,0.00000000,0.00000000,-0.58230090,-1.54633296,0.53349161,0.00000000,0.00000000,0.70110583,0.89521581,0.89069176,0.00000000,0.84286362,0.97853047,0.91455454,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58230090,0.00000000,-0.61466706,-0.93166590
grill,-0.53954214,0.39696935,0.94604477,0.88915017,0.00000000,0.36015323,0.34551811,0.00000000,0.00000000,-0.57742369,-2.89995408,0.79393870,0.00000000,0.96093071,0.93115884,0.91264743,0.86565292,0.00000000,0.72030646,0.00000000,0.69103622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57742369,-0.94976938,-0.97199506,-0.97818965
grin,0.50605854,0.00000000,0.88502729,0.72637630,0.00000000,0.43109909,0.00000000,0.00000000,0.00000000,-0.57877892,-0.95766521,0.00000000,0.00000000,0.94320345,0.82685113,0.90182292,0.55092967,0.00000000,0.00000000,0.86219817,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57877892,-0.95766521,0.00000000,0.00000000
grip,0.40571877,0.00000000,0.75577962,0.85393915,0.00000000,0.61220020,0.25567901,0.00000000,0.00000000,-0.59312189,-1.47875732,0.00000000,0.00000000,0.77195817,0.73960108,0.93288660,0.77499169,0.00000000,0.67231578,0.55208462,0.51135802,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59312189,-0.51063216,-0.96812516,0.00000000
gripper,1.33025262,0.72429764,0.83905587,0.85719723,0.00000000,0.65015736,0.29381713,0.00000000,0.00000000,-0.58163381,-1.45263880,0.93161696,0.51697832,0.95538306,0.72272867,0.94904494,0.76534951,0.00000000,0.51625395,0.78406078,0.58763427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58163381,-0.94810700,-0.50453180,0.00000000
grit,-0.69983670,0.00000000,0.37470475,0.92380747,0.00000000,0.64519557,0.48376948,0.00000000,0.00000000,-0.58846480,-2.53884917,0.00000000,0.00000000,0.00000000,0.74940950,0.95779532,0.88981962,0.00000000,0.65447563,0.63591552,0.96753895,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58846480,-0.83943927,-0.95963389,-0.73977602
grocery,1.55391634,0.00000000,0.86086172,0.75269628,0.00000000,0.65189525,0.43448582,0.00000000,0.00000000,-0.54080504,-0.60521770,0.00000000,0.00000000,0.83878547,0.88293797,0.65962511,0.84576744,0.00000000,0.65551776,0.64827275,0.86897165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.54080504,-0.60521770,0.00000000,0.00000000
ground,-0.00027388,0.00000000,0.26440263,0.84453532,0.00000000,0.00000000,0.43311438,0.00000000,0.00000000,-0.57688642,-0.96543980,0.00000000,0.00000000,0.00000000,0.52880526,0.95394826,0.73512238,0.00000000,0.00000000,0.00000000,0.86622876,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57688642,0.00000000,-0.96543980,0.00000000
group,2.68165058,0.96081284,0.66680849,0.92802224,0.00000000,0.70671517,0.00000000,0.00000000,0.00000000,-0.58070815,0.00000000,0.96342558,0.95820010,0.77009988,0.56351709,0.89623094,0.95981354,0.00000000,0.74490213,0.66852820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58070815,0.00000000,0.00000000,0.00000000
grouper,2.15854940,0.86008781,0.83182943,0.80639979,0.00000000,0.60130963,0.62084123,0.00000000,0.00000000,-0.60756052,-0.95435798,0.93724740,0.78292823,0.89867383,0.76498502,0.94387281,0.66892678,0.00000000,0.56691760,0.63570166,0.55191660,0.68976587,0.00000000,0.00000000,0.00000000,0.00000000,-0.60756052,-0.95435798,0.00000000,0.00000000
grouse,1.79661098,0.95459792,0.82039076,0.89058492,0.00000000,0.68317744,0.00000000,0.00000000,0.00000000,-0.59830457,-0.95383549,0.95690662,0.95228922,0.84295046,0.79783106,0.88842911,0.89274073,0.00000000,0.52153975,0.84481514,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59830457,-0.95383549,0.00000000,0.00000000
