noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable
pug,0.21825680,0.00000000,0.88081077,0.77395055,0.00000000,0.30724964,0.00000000,0.00000000,0.00000000,-0.96938705,-0.77436709
enactment,0.21805111,0.00000000,0.85027552,0.88706422,0.00000000,0.94379824,0.35387501,0.00000000,0.00000000,-0.88917351,-1.92778838
sub,0.21734005,0.48072934,0.91860768,0.90522224,0.00000000,0.74728075,0.25543213,0.00000000,0.00000000,-0.76547521,-2.32445687
staff,0.21711022,0.95869514,0.36432028,0.76268411,0.00000000,0.29354507,0.39191201,-0.66057944,0.00000000,-0.91809767,-0.97536927
accommodation,0.21706331,0.00000000,0.94073650,0.81778669,0.00000000,0.87249875,0.47469410,0.00000000,0.00000000,-0.98116732,-1.90748543
puppet,0.21670476,0.00000000,0.91042298,0.85866970,0.00000000,0.32647014,0.34775725,0.00000000,0.00000000,-0.73979062,-1.48682469
presidency,0.21613029,0.43587327,0.80991319,0.94412169,0.00000000,0.90501240,0.00000000,0.00000000,0.00000000,-0.95522416,-1.92356610
sectional,0.21540809,0.47155342,0.88206956,0.93187982,0.00000000,0.75556332,0.00000000,0.00000000,0.00000000,-0.91020817,-1.91544986
waterwheel,0.21509370,0.00000000,0.96144247,0.94985521,0.00000000,0.90911123,0.27111679,0.00000000,0.00000000,-0.95040107,-1.92603093
aquarium,0.21491924,0.39120042,0.92615068,0.90963084,0.00000000,0.41966477,0.00000000,0.00000000,0.00000000,-0.91996831,-1.51175916
overcharge,0.21451473,0.39124182,0.90604746,0.93538791,0.00000000,0.88660660,0.00000000,0.00000000,0.00000000,-0.96522695,-1.93954211
funeral,0.21450245,0.34304890,0.94489083,0.91399872,0.00000000,0.89830816,0.00000000,0.00000000,0.00000000,-0.96991372,-1.91583043
pike,0.21344423,0.38364285,0.91542834,0.85380837,0.00000000,0.34916463,0.28645098,0.00000000,0.00000000,-0.96286756,-1.61218339
miss,0.21287975,0.00000000,0.70047238,0.93563533,0.50683016,0.48496914,0.00000000,-0.86685419,0.00000000,-0.57248533,-0.97568774
cube,0.21187979,0.43911090,0.92891690,0.92190409,0.00000000,0.28261515,0.29255107,0.00000000,0.00000000,-0.92809272,-1.72512561
iceberg,0.21146518,0.42511952,0.86042321,0.92894098,0.00000000,0.77977157,0.36316749,0.00000000,0.00000000,-0.89474344,-2.25121415
skiing,0.21134296,0.00000000,0.86797205,0.75534141,0.00000000,0.97105744,0.48260227,0.00000000,0.00000000,-0.97055382,-1.89507639
biplane,0.21100402,0.43342304,0.94711429,0.91636920,0.00000000,0.42676905,0.35230389,0.00000000,0.00000000,-0.92146206,-1.94351339
motorcycle,0.21073678,0.39735556,0.96371776,0.86550871,0.00000000,0.41815057,0.46820888,0.00000000,0.00000000,-0.97440755,-1.92779714
reform,0.20992368,0.00000000,0.77976325,0.89456347,0.00000000,0.93240941,0.32562059,0.00000000,0.00000000,-0.96000814,-1.76242489
manhunt,0.20895213,0.33764282,0.90304044,0.92725697,0.00000000,0.93683812,0.00000000,0.00000000,0.00000000,-0.98301768,-1.91280854
spear,0.20864803,0.00000000,0.93008015,0.90860173,0.00000000,0.43506286,0.40466413,0.00000000,0.00000000,-0.96331710,-1.50644374
collision,0.20841119,0.30399939,0.90408233,0.90865993,0.00000000,0.95057413,0.00000000,0.00000000,0.00000000,-0.97229868,-1.88660592
inscription,0.20826226,0.30393741,0.94076985,0.85157728,0.00000000,0.93271154,0.47876325,-0.58644569,0.00000000,-0.79302061,-1.92003077
anesthesiologist,0.20808429,0.33578578,0.76265091,0.77234483,0.00000000,0.35964030,0.29958424,-0.75091076,-0.59158999,-0.97942102,0.00000000
dolphin,0.20750043,0.79271021,0.87354636,0.92693952,0.00000000,0.58215433,0.42678931,0.00000000,-0.59705764,-0.94793802,-1.84964365
campaign,0.20735747,0.38530359,0.81732893,0.91203684,0.00000000,0.95938960,0.00000000,0.00000000,0.00000000,-0.94727671,-1.91942477
sunday,0.20734572,0.00000000,0.68937290,0.85354564,0.00000000,0.72584251,0.00000000,0.00000000,0.00000000,-0.97654009,-1.08487523
ophthalmologist,0.20641834,0.37790945,0.81738439,0.82095325,0.00000000,0.40759039,0.28219229,-0.80970025,-0.75378752,-0.93612367,0.00000000
glucose,0.20641556,0.00000000,0.82616621,0.95894584,0.00000000,0.79396713,0.48796284,0.00000000,0.00000000,-0.96226919,-1.89835727
sickness,0.20624942,0.00000000,0.89038050,0.94025746,0.00000000,0.86428925,0.40128011,0.00000000,0.00000000,-0.98009992,-1.90985799
rainmaker,0.20620307,0.44360313,0.92365324,0.46341354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.93582571,-0.68864113
legislature,0.20600596,0.92707422,0.48309135,0.83968359,0.00000000,0.82295048,0.00000000,0.00000000,0.00000000,-0.94222593,-1.92456776
clinic,0.20580998,0.45891231,0.86139095,0.91084036,0.00000000,0.84113121,0.00000000,0.00000000,0.00000000,-0.95973128,-1.90673357
standoff,0.20574901,0.26229289,0.91705054,0.93002659,0.00000000,0.92528003,0.00000000,0.00000000,0.00000000,-0.90797913,-1.92092192
cat,0.20516342,0.00000000,0.91657078,0.83627930,0.00000000,0.28314459,0.39025894,0.00000000,-0.65792358,-0.86574596,-0.69742066
pulley,0.20506945,0.34752309,0.90430883,0.89031491,0.00000000,0.69132712,0.00000000,0.00000000,0.00000000,-0.96640444,-1.66200006
barbecue,0.20475826,0.00000000,0.94334528,0.76678547,0.00000000,0.93681562,0.48101285,0.00000000,0.00000000,-0.98789865,-1.93530232
revenue,0.20418254,0.00000000,0.85049337,0.93380845,0.00000000,0.83940563,0.48183113,0.00000000,0.00000000,-0.97389919,-1.92745686
dividend,0.20401070,0.00000000,0.92528972,0.92334449,0.00000000,0.80767909,0.25452921,0.00000000,0.00000000,-0.96696502,-1.73986679
scotch,0.20326924,0.00000000,0.87523115,0.85355052,0.00000000,0.89923778,0.46786261,0.00000000,0.00000000,-0.97319877,-1.91941404
shingle,0.20314068,0.38837349,0.92478225,0.89202082,0.00000000,0.41938683,0.44320321,0.00000000,0.00000000,-0.95872128,-1.90590465
pea,0.20308065,0.66961747,0.89044735,0.91103065,0.00000000,0.75882021,0.43866408,0.00000000,-0.56752843,-0.98096335,-1.91700733
go-kart,0.20295474,0.46067274,0.86069351,0.83170784,0.00000000,0.85538951,0.00000000,0.00000000,0.00000000,-0.87631291,-1.92919594
escape,0.20295325,0.29783681,0.94312760,0.87316370,0.00000000,0.96250293,0.00000000,0.00000000,0.00000000,-0.93224752,-1.94143027
boxspring,0.20218959,0.48305413,0.86175460,0.85608295,0.00000000,0.38383812,0.42856053,0.00000000,0.00000000,-0.95253247,-1.85856825
offer,0.20194709,0.00000000,0.91978437,0.87627056,0.00000000,0.94292113,0.37149531,0.00000000,0.00000000,-0.96933532,-1.93918896
chromolithograph,0.20179695,0.31904674,0.91379091,0.75380394,0.00000000,0.94061655,0.00000000,0.00000000,0.00000000,-0.81300431,-1.91245687
usage,0.20173436,0.00000000,0.76984969,0.92035151,0.00000000,0.93432495,0.46215379,0.00000000,0.00000000,-0.95906526,-1.92588031
canoe,0.20128557,0.41153878,0.96203282,0.90768003,0.00000000,0.39929670,0.43097377,0.00000000,0.00000000,-0.97855985,-1.93167669
week,0.20091522,0.26269600,0.84107068,0.82975698,0.00000000,0.73489511,0.00000000,0.00000000,0.00000000,-0.94270557,-1.52479798
nickname,0.20076573,0.00000000,0.96244049,0.93081135,0.00000000,0.74052915,0.30382976,0.00000000,0.00000000,-0.88011891,-1.85672611
waterfall,0.20052263,0.00000000,0.94481707,0.94721010,0.00000000,0.88267705,0.32729885,0.00000000,0.00000000,-0.97710413,-1.92437631
sequel,0.20048407,0.33019593,0.94938159,0.84556085,0.00000000,0.95498288,0.00000000,0.00000000,0.00000000,-0.95475519,-1.92488199
permit,0.19986627,0.00000000,0.94791389,0.90196532,0.00000000,0.94808197,0.28039852,0.00000000,0.00000000,-0.96423745,-1.91425598
eyebrow,0.19981501,0.00000000,0.90816531,0.91557491,0.00000000,0.25973004,0.41927636,0.00000000,0.00000000,-0.67089397,-1.63203764
simplicity,0.19937575,0.00000000,0.80988905,0.94323817,0.00000000,0.83405462,0.44774815,0.00000000,0.00000000,-0.90985543,-1.92569882
emission,0.19891453,0.00000000,0.86074698,0.92826319,0.00000000,0.85737887,0.44834152,0.00000000,0.00000000,-0.96585912,-1.92995691
nibble,0.19856352,0.00000000,0.93014520,0.85928169,0.00000000,0.85092652,0.41880831,0.00000000,0.00000000,-0.94240808,-1.91819012
missile,0.19807366,0.00000000,0.93853855,0.88882402,0.00000000,0.85724360,0.33213460,0.00000000,0.00000000,-0.96174431,-1.85692281
sadness,0.19784153,0.00000000,0.85092825,0.86496919,0.00000000,0.90781116,0.46893001,0.00000000,0.00000000,-0.98477054,-1.91002655
step-aunt,0.19775420,0.40946046,0.80185431,0.79937905,0.00000000,0.84107462,0.00000000,-0.77564466,0.00000000,-0.97393459,-0.90443498
wind,0.19756910,0.00000000,0.89992517,0.91928461,0.00000000,0.76666456,0.45684874,0.00000000,0.00000000,-0.97179407,-1.87335992
brochure,0.19740134,0.27756625,0.92146081,0.40658101,0.00000000,0.84648049,0.45553753,0.00000000,0.00000000,-0.91726756,-1.79295719
recorder,0.19734606,0.44021964,0.86602789,0.75000229,0.00000000,0.37400970,0.25869444,0.00000000,0.00000000,-0.93380117,-1.55780673
suspenders,0.19704086,0.46125787,0.00000000,0.26807353,0.00000000,0.87086657,0.42607057,-0.92806011,0.00000000,-0.90116757,0.00000000
utility,0.19660237,0.39464369,0.85776639,0.87809527,0.00000000,0.28976417,0.38183701,0.00000000,0.00000000,-0.95518953,-1.65031463
t-shirt,0.19651482,0.00000000,0.93285504,0.78477490,0.00000000,0.60215041,0.35091236,0.00000000,0.00000000,-0.95669162,-1.51748627
chatter,0.19645074,0.37536594,0.87080196,0.40966851,0.00000000,0.94312221,0.47474262,0.00000000,0.00000000,-0.97769785,-1.89955264
semantics,0.19633752,0.80743867,0.80046701,0.41211939,0.00000000,0.95941278,0.78992936,0.00000000,0.00000000,-0.86456990,-2.70845979
chives,0.19621921,0.77115962,0.26033154,0.38953951,0.00000000,0.86363548,0.45482698,-0.92009848,-0.70436734,-0.91880810,0.00000000
deer,0.19599587,0.89561346,0.67433563,0.88155943,0.00000000,0.79841891,0.45696083,0.00000000,-0.62261301,-0.96315616,-1.92512321
turf,0.19595602,0.00000000,0.87105995,0.88530153,0.00000000,0.40474313,0.48450908,0.00000000,0.00000000,-0.96818340,-1.48147428
anger,0.19472522,0.00000000,0.81561452,0.64786327,0.00000000,0.90997264,0.48164633,0.00000000,0.00000000,-0.95641285,-1.70395869
infrastructure,0.19466901,0.00000000,0.81964189,0.92360023,0.00000000,0.83959863,0.48207593,0.00000000,0.00000000,-0.93376601,-1.93648165
recess,0.19403630,0.00000000,0.84332123,0.89647821,0.00000000,0.88470271,0.43800429,0.00000000,0.00000000,-0.97943431,-1.88903582
sector,0.19358605,0.85165396,0.84686503,0.97043777,0.00000000,0.61071408,0.37516809,0.00000000,0.00000000,-0.90597194,-2.55528092
staircase,0.19327736,0.25841483,0.95680857,0.93940172,0.00000000,0.37362981,0.37742049,0.00000000,0.00000000,-0.95450562,-1.75789243
spine,0.19291943,0.38681850,0.90948194,0.93782395,0.00000000,0.31699970,0.42766112,0.00000000,0.00000000,-0.94539297,-1.84047282
rumor,0.19276127,0.00000000,0.91106158,0.83786601,0.00000000,0.77950442,0.42987588,-0.89951801,0.00000000,-0.95601565,-0.91001296
footstep,0.19246253,0.00000000,0.92065302,0.86237279,0.00000000,0.91059577,0.39571425,0.00000000,0.00000000,-0.98264742,-1.91422588
proximal,0.19234771,0.31383795,0.62557212,0.95260468,0.00000000,0.00000000,0.00000000,-0.76475799,0.00000000,-0.93490905,0.00000000
junk,0.19177100,0.00000000,0.85904616,0.92333943,0.00000000,0.86030278,0.49130094,0.00000000,0.00000000,-0.66647565,-2.27574265
crate,0.19131038,0.00000000,0.95595980,0.87569013,0.00000000,0.34059915,0.46250471,0.00000000,0.00000000,-0.92937225,-1.51407117
bay,0.19115958,0.28294525,0.93205544,0.94308704,0.00000000,0.29444486,0.33672991,0.00000000,0.00000000,-0.95510823,-1.64299470
coupon,0.19074723,0.00000000,0.94920066,0.90106210,0.00000000,0.71491426,0.34867802,0.00000000,0.00000000,-0.97836947,-1.74473834
guestbook,0.19053298,0.38789278,0.93778199,0.89581397,0.00000000,0.42906106,0.39822844,0.00000000,0.00000000,-0.93247145,-1.92577380
sidecar,0.19045404,0.30856249,0.96291283,0.91372162,0.00000000,0.43593898,0.40417844,0.00000000,0.00000000,-0.91392308,-1.92093724
rule,0.19022733,0.30974630,0.92355463,0.93777922,0.00000000,0.91484457,0.38405791,0.00000000,0.00000000,-0.85319835,-2.42655694
laborer,0.19000190,0.40459433,0.83668792,0.83544713,0.00000000,0.36871579,0.00000000,-0.73503470,-0.56689775,-0.95351082,0.00000000
compliance,0.18949685,0.00000000,0.75289392,0.93617037,0.00000000,0.86574000,0.44263595,0.00000000,0.00000000,-0.89118481,-1.91675860
angora,0.18918329,0.74298739,0.46605077,0.92343512,0.00000000,0.39292088,0.34764579,0.00000000,0.00000000,-0.96357954,-1.72027713
silkworm,0.18868467,0.45017922,0.92759785,0.93580687,0.00000000,0.40297264,0.44479388,0.00000000,-0.56613392,-0.90278238,-1.50374949
disadvantage,0.18795776,0.00000000,0.82605371,0.96355766,0.00000000,0.48602930,0.42565548,0.00000000,0.00000000,-0.87634486,-1.63699353
subprime,0.18755493,0.42073154,0.86579734,0.96158677,0.00000000,0.48437595,0.32669279,0.00000000,0.00000000,-0.94656450,-1.92506498
burrow,0.18743649,0.37096173,0.92990723,0.94681805,0.00000000,0.82851756,0.00000000,0.00000000,0.00000000,-0.97006983,-1.91869825
lake,0.18691239,0.00000000,0.94340837,0.95931864,0.00000000,0.55263418,0.39184096,0.00000000,0.00000000,-0.92927259,-1.73101717
plain,0.18540853,0.42756259,0.32512465,0.88676876,0.82857239,0.60755864,0.00000000,0.00000000,0.00000000,-0.96763241,-1.92254609
assistant,0.18529314,0.25057718,0.78389758,0.80804610,0.00000000,0.25448647,0.00000000,0.00000000,0.00000000,-0.97099370,-0.94072050
drizzle,0.18523720,0.00000000,0.90780860,0.89119262,0.00000000,0.81781498,0.42092425,0.00000000,0.00000000,-0.98166043,-1.87084281
tree,0.18490151,0.46398339,0.93529671,0.90029910,0.00000000,0.00000000,0.43721482,0.00000000,0.00000000,-0.91509771,-1.63679481
framework,0.18482998,0.47932059,0.90942863,0.95248088,0.00000000,0.87872022,0.37900516,0.00000000,0.00000000,-0.92758840,-2.48653710
code,0.18439478,0.47068128,0.88273621,0.95475215,0.00000000,0.93893436,0.49101388,0.00000000,0.00000000,-0.65860939,-2.89511371
bobcat,0.18421090,0.43988961,0.88186705,0.85382193,0.00000000,0.31323057,0.57170522,0.00000000,0.00000000,-0.96642452,-1.90987897
diner,0.18372142,0.81763312,0.86908868,0.75400278,0.00000000,0.47999039,0.00000000,0.00000000,0.00000000,-0.97330737,-1.76368618
armpit,0.18365601,0.00000000,0.89702779,0.91988987,0.00000000,0.82420006,0.34201634,0.00000000,0.00000000,-0.93541443,-1.86406362
quiver,0.18324447,0.42388296,0.91758516,0.94812810,0.00000000,0.38001075,0.35843921,0.00000000,0.00000000,-0.97963160,-1.86517012
macaroon,0.18288943,0.44152236,0.90602461,0.84716791,0.00000000,0.60224542,0.27847609,0.00000000,0.00000000,-0.96998239,-1.92256457
cub,0.18252024,0.47207153,0.87906805,0.87216768,0.00000000,0.33285362,0.25908193,0.00000000,0.00000000,-0.90469569,-1.72802687
trend,0.18137497,0.29796672,0.94161230,0.96488646,0.00000000,0.94768339,0.34145924,-0.61420506,0.00000000,-0.95035034,-1.74767774
pumpkinseed,0.18111137,0.00000000,0.88501737,0.90961027,0.00000000,0.40480289,0.48642769,0.00000000,0.00000000,-0.96983480,-1.53491205
placode,0.18046686,0.42004278,0.92170539,0.93672019,0.00000000,0.65811840,0.00000000,0.00000000,0.00000000,-0.86715162,-1.88896829
tenor,0.18013516,0.44223836,0.81269598,0.88534704,0.00000000,0.63983604,0.00000000,-0.66972345,0.00000000,-0.96569145,-0.96456736
ladder,0.17952970,0.33216733,0.95179296,0.94652534,0.00000000,0.39208487,0.28732586,0.00000000,0.00000000,-0.94001234,-1.79035431
crowd,0.17911011,0.94804069,0.80029908,0.75583774,0.00000000,0.31049800,0.00000000,-0.70232069,0.00000000,-0.97036248,-0.96288222
mess,0.17904800,0.32503864,0.83096656,0.93986887,0.00000000,0.87205833,0.48854256,0.00000000,0.00000000,-0.84425426,-2.43317270
warm-up,0.17899287,0.40978283,0.89260268,0.47286424,0.00000000,0.96222886,0.34435004,0.00000000,0.00000000,-0.96330053,-1.93953526
crusader,0.17891479,0.46436572,0.78601301,0.75791267,0.00000000,0.28461960,0.00000000,-0.51687652,-0.61192572,-0.98519397,0.00000000
maestro,0.17861590,0.41295543,0.73799750,0.83516067,0.00000000,0.42264542,0.00000000,-0.69602066,-0.56471527,-0.96940720,0.00000000
tracksuit,0.17842156,0.00000000,0.94130757,0.83119419,0.00000000,0.29978269,0.00000000,0.00000000,0.00000000,-0.94489145,-0.94897145
compress,0.17805511,0.36183420,0.85891566,0.90684915,0.00000000,0.78956288,0.00000000,0.00000000,0.00000000,-0.92740399,-1.81170279
future,0.17805421,0.00000000,0.38802829,0.93610510,0.00000000,0.25715020,0.39932939,0.00000000,0.00000000,-0.91304165,-0.88951713
vintner,0.17803144,0.46657759,0.80884185,0.91995335,0.00000000,0.72656116,0.00000000,0.00000000,0.00000000,-0.97920829,-1.76469421
mirror,0.17800340,0.00000000,0.93589070,0.83444425,0.00000000,0.00000000,0.29133633,0.00000000,0.00000000,-0.92716104,-0.95650685
venue,0.17661119,0.29685101,0.89122999,0.89647636,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.94160384,-0.96634233
tom-tom,0.17657149,0.37463990,0.93887135,0.88105553,0.00000000,0.89238173,0.00000000,0.00000000,0.00000000,-0.98933125,-1.92104578
baggie,0.17641893,0.00000000,0.93112102,0.84906882,0.00000000,0.00000000,0.34605944,0.00000000,0.00000000,-0.98578745,-0.96404290
passage,0.17632559,0.00000000,0.90687644,0.94379246,0.00000000,0.90284473,0.31288365,0.00000000,0.00000000,-0.97443575,-1.91563594
sidewalk,0.17595741,0.00000000,0.91410860,0.93098366,0.00000000,0.40841916,0.45161197,0.00000000,0.00000000,-0.93184924,-1.59731674
adrenaline,0.17561191,0.00000000,0.81487715,0.96354219,0.00000000,0.82119170,0.47582769,0.00000000,0.00000000,-0.96873719,-1.93108964
warlock,0.17527184,0.45549822,0.78633261,0.89728302,0.00000000,0.42791229,0.36703518,0.00000000,0.00000000,-0.93931532,-1.81947416
oleo,0.17461109,0.48205376,0.80457771,0.94504738,0.00000000,0.85052249,0.47624937,0.00000000,0.00000000,-0.97058451,-2.41325510
goldfish,0.17425552,0.77074003,0.83625630,0.91227654,0.00000000,0.71497369,0.91820416,0.00000000,-0.52081704,-0.94618326,-2.51119488
victory,0.17365122,0.00000000,0.83783716,0.91877362,0.00000000,0.87543771,0.00000000,0.00000000,0.00000000,-0.97992796,-1.47846931
recommendation,0.17359453,0.36947259,0.93245319,0.92084461,0.00000000,0.93129423,0.46094128,0.00000000,0.00000000,-0.95038873,-2.49102265
toot,0.17343163,0.37928641,0.85999545,0.88984573,0.00000000,0.56598568,0.31822404,0.00000000,0.00000000,-0.98973614,-1.85016954
stop,0.17341372,0.26823673,0.87347433,0.92253953,0.00000000,0.94439754,0.00000000,0.00000000,0.00000000,-0.90072376,-1.93451065
gamebird,0.17289093,0.36116341,0.86779496,0.81125048,0.00000000,0.00000000,0.36954540,0.00000000,-0.64511991,-0.92365098,-0.66809243
car,0.17094672,0.36998424,0.96022049,0.90550432,0.00000000,0.34899494,0.47526276,0.00000000,0.00000000,-0.98795825,-1.90106177
exhaustion,0.17090675,0.00000000,0.81624675,0.85737333,0.00000000,0.78457722,0.38217273,0.00000000,0.00000000,-0.98048842,-1.68897486
wet-bar,0.16860905,0.45305642,0.92176574,0.85285020,0.00000000,0.78502303,0.00000000,0.00000000,0.00000000,-0.94105035,-1.90303600
attention,0.16838151,0.00000000,0.77302787,0.74643293,0.00000000,0.90167764,0.48175815,0.00000000,0.00000000,-0.94610035,-1.78841472
duffel,0.16830960,0.28877035,0.89440057,0.89853647,0.00000000,0.34643260,0.43391564,0.00000000,0.00000000,-0.98519862,-1.70854741
shower,0.16800216,0.00000000,0.93673062,0.89396703,0.00000000,0.93966505,0.00000000,0.00000000,0.00000000,-0.98889333,-1.61346722
mutton,0.16782603,0.00000000,0.87401769,0.90283716,0.00000000,0.78955424,0.44314766,0.00000000,0.00000000,-0.98012841,-1.86160231
neighbourhood,0.16741607,0.84915644,0.80137375,0.95046365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.95581591,-1.47776186
cardigan,0.16713300,0.00000000,0.96009237,0.89777324,0.00000000,0.70108646,0.37059599,0.00000000,0.00000000,-0.96153122,-1.80088383
flip-flops,0.16672754,0.35072738,0.31844965,0.75822270,0.00000000,0.91616365,0.44612139,-0.81217545,0.00000000,-0.97532904,-0.83545274
jewelry,0.16661048,0.00000000,0.87173414,0.78452849,0.00000000,0.89697456,0.49086881,0.00000000,0.00000000,-0.95452142,-1.92297411
weakness,0.16630542,0.00000000,0.87144807,0.96476027,0.00000000,0.74461415,0.36473605,0.00000000,0.00000000,-0.85587639,-1.92337674
crust,0.16593796,0.27202260,0.93864694,0.92693615,0.00000000,0.42385447,0.47313276,0.00000000,0.00000000,-0.96701390,-1.90164107
departure,0.16573897,0.30135128,0.87005860,0.89205453,0.00000000,0.95947149,0.00000000,0.00000000,0.00000000,-0.98233014,-1.87486678
style,0.16566876,0.32167301,0.96716949,0.95706713,0.00000000,0.95188376,0.46586150,0.00000000,0.00000000,-0.93319726,-2.56478888
foray,0.16553456,0.00000000,0.90129128,0.93553877,0.00000000,0.96840176,0.00000000,0.00000000,0.00000000,-0.98873532,-1.65096194
hatbox,0.16548365,0.33182701,0.88514975,0.82053614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.90428382,-0.96774542
pork,0.16497719,0.00000000,0.88623029,0.92422247,0.00000000,0.90060481,0.49076036,0.00000000,0.00000000,-0.98628849,-2.05055225
dinosaur,0.16417968,0.43972901,0.90245822,0.92165706,0.00000000,0.00000000,0.42400089,0.00000000,-0.69873995,-0.86443132,-0.96049422
obligation,0.16399434,0.00000000,0.87399828,0.93769577,0.00000000,0.77844402,0.47627512,0.00000000,0.00000000,-0.97522306,-1.92719579
baby,0.16300905,0.00000000,0.83281401,0.85449067,0.00000000,0.30190352,0.39271507,0.00000000,0.00000000,-0.97320110,-1.24571311
competence,0.16247150,0.00000000,0.82721284,0.96866018,0.00000000,0.77278116,0.46143040,0.00000000,0.00000000,-0.94911659,-1.91849649
mangrove,0.16232669,0.25368926,0.78046906,0.89524454,0.00000000,0.59565398,0.36240464,0.00000000,0.00000000,-0.97002053,-1.75511426
purchase,0.16196051,0.00000000,0.94117677,0.87043491,0.00000000,0.95245415,0.33434415,0.00000000,0.00000000,-0.98751098,-1.94893849
protest,0.16131762,0.38745174,0.92129570,0.80428386,0.00000000,0.95103419,0.00000000,0.00000000,0.00000000,-0.98458427,-1.91816360
contract,0.16044354,0.27614984,0.91220823,0.91340482,0.00000000,0.83016363,0.37397733,0.00000000,0.00000000,-0.97496492,-2.17049539
batting,0.16043538,0.00000000,0.80775043,0.81004775,0.00000000,0.94960228,0.48307043,0.00000000,0.00000000,-0.98097456,-1.90906096
pod,0.16007224,0.96468210,0.91848201,0.91812640,0.00000000,0.65046477,0.26236483,0.00000000,0.00000000,-0.96386516,-2.59018272
notebook,0.16000304,0.33318537,0.95447075,0.88798377,0.00000000,0.28431815,0.45099199,0.00000000,0.00000000,-0.91599774,-1.83494925
revelation,0.15945962,0.00000000,0.87639201,0.82369319,0.00000000,0.96312696,0.39809966,0.00000000,0.00000000,-0.98673677,-1.91511542
grant,0.15908498,0.00000000,0.91454989,0.92009199,0.00000000,0.89970770,0.34741667,0.00000000,0.00000000,-0.97662181,-1.94605947
justice,0.15872392,0.00000000,0.38593063,0.72833434,0.00000000,0.48547393,0.46851513,0.00000000,0.00000000,-0.97116846,-0.93836164
pelican,0.15819287,0.67120382,0.81626749,0.86687747,0.00000000,0.00000000,0.00000000,0.00000000,-0.62844110,-0.96327674,-0.60443807
moonlight,0.15798280,0.00000000,0.84083530,0.81530261,0.00000000,0.80464700,0.46759638,0.00000000,0.00000000,-0.94940990,-1.82098860
descent,0.15730137,0.33426762,0.82354072,0.95112747,0.00000000,0.95300868,0.00000000,0.00000000,0.00000000,-0.96989739,-1.93474573
raise,0.15620729,0.00000000,0.86125112,0.91181442,0.00000000,0.94167840,0.00000000,0.00000000,0.00000000,-0.98443276,-1.57410389
nest,0.15618208,0.47312659,0.93711114,0.94541374,0.00000000,0.30465573,0.35463452,0.00000000,0.00000000,-0.96532595,-1.89343369
rubber,0.15616542,0.00000000,0.90429550,0.86609712,0.00000000,0.41851583,0.48941773,0.00000000,0.00000000,-0.88768405,-1.63447672
airplane,0.15593609,0.40668160,0.95109814,0.92572430,0.00000000,0.35309121,0.42552981,0.00000000,0.00000000,-0.97223485,-1.93395412
maternity,0.15583763,0.37001342,0.85317531,0.95723057,0.00000000,0.48830715,0.28161284,0.00000000,0.00000000,-0.97478402,-1.81971765
motorcar,0.15546307,0.34910557,0.95506272,0.88943809,0.00000000,0.43088460,0.43065390,0.00000000,0.00000000,-0.97158295,-1.92809886
skywalk,0.15526426,0.31814539,0.93160674,0.88309556,0.00000000,0.94105473,0.00000000,0.00000000,0.00000000,-0.98191547,-1.93672270
cannibal,0.15525013,0.31197292,0.75732183,0.89845154,0.00000000,0.44398329,0.00000000,-0.76916885,-0.53416097,-0.95314962,0.00000000
top-hat,0.15509549,0.40803638,0.84560442,0.87110442,0.00000000,0.63898367,0.25153905,0.00000000,0.00000000,-0.96354288,-1.89662957
buckle,0.15485680,0.00000000,0.95604655,0.92585084,0.00000000,0.68785256,0.41893870,0.00000000,0.00000000,-0.97811937,-1.85571247
pinstripe,0.15456560,0.28028944,0.93596154,0.89315027,0.00000000,0.34115398,0.42624426,0.00000000,0.00000000,-0.97669542,-1.74553847
rake,0.15404060,0.00000000,0.94142765,0.91520572,0.00000000,0.68198076,0.42145735,0.00000000,0.00000000,-0.92548984,-1.88054103
sandpaper,0.15319344,0.00000000,0.88537252,0.91799381,0.00000000,0.45621982,0.48649088,0.00000000,0.00000000,-0.84796000,-1.74492359
noodle,0.15284204,0.00000000,0.94169948,0.82862100,0.00000000,0.75656384,0.48659968,0.00000000,0.00000000,-0.94632071,-1.91432124
forestry,0.15226379,0.00000000,0.73569202,0.86792609,0.00000000,0.92397493,0.48246747,0.00000000,0.00000000,-0.93790585,-1.91989088
tandem,0.15172192,0.94360459,0.91763890,0.92314595,0.00000000,0.89975211,0.00000000,-0.80361843,0.00000000,-0.94837016,-1.78043103
genius,0.15143803,0.33714059,0.82965946,0.93677446,0.00000000,0.77781990,0.46256459,0.00000000,-0.73978382,-0.93383026,-1.51890689
junker,0.15095153,0.47067669,0.79877010,0.79325569,0.00000000,0.81416640,0.00000000,0.00000000,0.00000000,-0.94918555,-1.77673179
jumbo,0.14986676,0.46595424,0.75124267,0.75164115,0.00000000,0.59314427,0.00000000,0.00000000,-0.52859837,-0.95022255,-0.93329465
attic,0.14905888,0.00000000,0.86731559,0.93143597,0.00000000,0.25152877,0.00000000,0.00000000,0.00000000,-0.94658154,-0.95463991
